"id";"id_profesor";"id_centro";"curso_escolar_id";"fecha_registro";"D1_LID1";"D9_SO4";"D2_GE1";"D9_SO2";"D2_GE3";"D8_AP4";"D6_APD1";"D5_INT2";"D7_TC1";"D4_EE2";"D8_AP1";"D3_COM2";"D8_AP3";"D2_GE4";"D9_SO1";"D2_GE2";"D9_SO3";"D1_LID2";"D3_COM1";"D8_AP2";"D4_EE1";"D7_TC2";"D5_INT1";"D6_APD2";"P1_EJP1";"P3_ASO4";"P1_EJP3";"P2_AAP1";"P2_AAP3";"P3_ASO1";"P3_ASO3";"P1_EJP2";"P1_EJP4";"P2_AAP2";"P3_ASO2";"P2_AAP4";"A1_CF1";"A7_ASR2";"A2_INT1";"A6_DIS2";"A3_ESF1";"A5_COP2";"A4_COA1";"A1_CF2";"A5_COP1";"A4_COA2";"A6_DIS1";"A2_INT2";"A7_ASR1";"A3_ESF2";"F1_COP1";"F2_RES1";"F4_INT2";"F3_CON2";"F1_COP2";"F2_RES2";"F4_INT1";"F3_CON1";"CRD1";"CRSS1";"CRP1";"CRA1";"CRR1";"CRF1";"CRCC1";"CRD2";"CRP2";"CRA2";"CRF2";"CRCC2";"CRR2";"CRSS2";"D9_SO4X";"D9_SO2X";"D8_AP4X";"D5_INT2X";"D4_EE2X";"D3_COM2X";"D2_GE4X";"D2_GE2X";"D1_LID2X";"D8_AP2X";"D7_TC2X";"D6_APD2X";"P3_ASO4X";"P1_EJP2X";"P1_EJP4X";"P2_AAP2X";"P3_ASO2X";"P2_AAP4X";"A7_ASR2X";"A6_DIS2X";"A5_COP2X";"A1_CF2X";"A4_COA2X";"A2_INT2X";"A3_ESF2X";"F4_INT2X";"F1_COP2X";"F2_RES2X";"F3_CON2X";"SEGACOAL1X";"SEGPCON1X";"SEGACOAL2X";"SEGPCON2X";"SEGACOAL3X";"SEGPCON3X";"D_LID";"D_GE";"D_COM";"D_EE";"D_INT";"D_APD";"D_TC";"D_AP";"D_SO";"P_EJP21";"P_EJP22";"P_AAP21";"P_AAP22";"P_ASO21";"P_ASO22";"A_CF";"A_COP";"A_DIS";"A_ASR";"A_INT";"A_ESF";"A_COA";"F_COP";"F_RES";"F_CON";"F_INT";"P_CMR";"P_CMA";"SEGNoViol";"SEGNoAcoso";"SEGProfesorado";"SEGNoProbCond";"CRD";"CRP";"CRA";"CRF";"CRCC";"CRR";"CRSS";"DIRTot";"DIRComPart";"DIRGestion";"PROF_Ptot";"P_EJP";"P_AAP";"P_ASO";"ALUM_TOT";"ALUMConfianza";"ALUMCooper";"ALUMDis";"ALUMMot";"FAMcol_TOT";"ClimSEG";"EntornoFIS";"SATCENTRO_DIR_PROF";"SATCENTRO_DIR_PROF_AL";"SAT_AL_FAM";"SATTOT";"T_PROF_Ptot";"T_P_EJP";"T_P_AAP";"T_P_ASO";"T_ALUM_TOT";"T_ALUMConfianza";"T_ALUMCooper";"T_ALUMDis";"T_ALUMMot";"T_FAMcol_TOT";"CESTot";"T_CESTot";"T_DIRTot";"T_DIRComPart";"T_DIRGestion";"T_D_AP";"T_P_Ormot_Apr";"T_P_Ormot_Res";"T_SEGNoViol";"T_SEGNoAcoso";"T_SEGProfesorado";"T_SEGNoProbCond";"T_ClimSEG";"T_EntornoFIS";"T_SATTOT";"T_SATCENTRO_DIR_PROF";"T_SAT_AL_FAM";"T_SATCENTRO_DIR_PROF_AL"
487;"20040004";"00000004";2024;"2025-11-20 19:00:34";5;4;4;4;4;3;5;2;4;1;5;1;4;2;5;4;4;4;4;4;4;4;4;2;4;4;4;4;4;3;4;4;2;2;2;4;4;2;3;3;3;2;4;1;4;2;4;3;3;4;3;3;3;3;4;4;4;4;4;4;3;4;5;5;5;4;4;4;4;4;5;4;2;2;3;4;5;5;4;2;2;2;2;4;2;2;4;4;4;2;4;3;4;5;4;3;2;3;2;2;3;-3;-3;-3;-3;-3;-3;7;14;9;9;8;9;6;14;13;6;8;8;6;7;6;9;8;7;7;6;5;8;5;5;7;7;17;15;27;-9;27;-9;8;7;8;9;9;10;8;89.00;34.00;41.00;41.00;14.00;14.00;13.00;50.00;16.00;16.00;7.00;11.00;24.00;36.00;27.00;42.00;50.00;17.00;59.00;44.22;44.11;44.33;45.83;49.73;51.15;53.32;54.91;42.46;41.19;236.00;51.13;54.96;64.95;44.90;54.00;49.75;82.60;160.88;-98.82;149.02;-114.80;27.72;163.96;64.48;63.75;60.39;62.19
488;"20040005";"00000004";2024;"2025-11-20 19:00:34";3;5;4;3;2;2;3;2;2;4;2;2;2;1;4;2;4;5;3;4;3;2;5;2;3;4;3;5;5;4;3;2;1;2;4;1;2;4;1;5;2;3;4;5;3;4;2;4;2;4;2;2;4;4;5;3;5;2;2;2;1;3;2;3;2;2;3;3;1;4;2;2;1;3;4;4;2;4;5;4;1;2;4;4;2;4;5;4;2;5;2;1;3;1;2;2;2;2;1;3;2;-3;-3;-3;-3;-3;-3;4;15;7;5;9;7;6;10;12;7;8;9;10;6;5;3;6;3;4;3;4;6;3;5;4;7;15;16;27;-9;27;-9;5;4;6;4;6;4;4;75.00;23.00;42.00;45.00;15.00;19.00;11.00;29.00;7.00;12.00;3.00;7.00;19.00;36.00;27.00;22.00;28.00;10.00;32.00;52.63;50.38;72.98;35.65;-2.64;-17.56;24.44;19.82;18.72;23.98;199.00;29.41;38.73;36.64;47.29;27.77;56.10;71.55;160.88;-98.82;149.02;-114.80;27.72;163.96;12.90;18.75;10.92;16.35
489;"20040006";"00000004";2024;"2025-11-20 19:00:34";3;4;3;4;3;2;4;2;3;2;2;3;3;4;2;2;3;4;2;3;2;3;3;3;3;5;3;2;3;2;2;4;3;4;5;4;4;2;3;5;3;1;3;2;4;3;1;5;4;5;2;2;5;5;5;4;3;3;4;3;2;3;3;3;2;3;3;2;2;4;2;3;2;2;4;4;4;3;2;4;2;3;3;3;1;2;3;2;1;2;4;1;5;4;3;1;1;1;1;2;1;-3;-3;-3;-3;-3;-3;5;12;5;6;7;7;6;12;9;5;6;4;5;3;3;8;9;2;8;4;4;6;3;4;4;4;12;11;27;-9;27;-9;7;5;5;5;6;5;6;69.00;23.00;34.00;26.00;11.00;9.00;6.00;41.00;16.00;15.00;2.00;8.00;15.00;36.00;27.00;29.00;34.00;10.00;39.00;12.67;25.30;15.67;10.20;27.28;51.15;46.10;11.05;24.66;10.21;174.00;14.73;31.77;36.64;28.24;40.89;24.35;54.97;160.88;-98.82;149.02;-114.80;27.72;163.96;26.28;34.50;10.92;28.85
490;"20040007";"00000004";2024;"2025-11-20 19:00:35";4;4;5;2;4;2;5;2;4;2;2;2;3;1;5;1;5;2;5;2;4;1;5;3;5;1;4;4;5;4;4;1;2;3;2;1;5;1;4;4;4;1;4;2;4;2;2;2;4;2;2;3;4;3;4;4;2;2;4;4;2;2;4;3;4;4;2;4;2;3;4;4;2;4;4;4;4;4;5;5;4;4;5;3;5;5;4;3;4;5;5;2;5;4;4;4;4;2;2;2;3;-3;-3;-3;-3;-3;-3;8;19;9;8;9;8;9;13;16;10;8;7;10;8;9;9;9;4;9;8;8;8;4;5;5;4;4;15;27;-9;27;-9;6;4;6;5;7;8;8;99.00;33.00;53.00;52.00;18.00;17.00;17.00;55.00;18.00;17.00;4.00;16.00;18.00;36.00;27.00;35.00;41.00;11.00;46.00;67.35;69.18;61.52;66.18;62.19;66.41;60.54;28.60;72.14;20.53;243.00;55.24;66.56;62.38;73.48;47.44;49.75;10.77;160.88;-98.82;149.02;-114.80;27.72;163.96;39.65;48.00;17.99;43.44
491;"20040008";"00000004";2024;"2025-11-20 19:00:35";5;5;5;5;5;5;5;1;5;1;4;1;4;1;5;1;4;2;4;1;4;1;5;1;4;2;3;5;5;4;5;1;1;5;1;1;4;1;3;2;4;4;4;1;4;1;4;2;4;4;2;3;4;4;3;4;3;4;5;5;5;5;5;5;5;5;5;5;2;5;5;5;1;1;1;5;5;5;5;5;4;5;5;5;4;5;5;1;5;5;5;4;2;5;5;4;2;2;3;2;2;-3;-3;-3;-3;-3;-3;9;20;9;9;10;10;10;14;11;9;8;6;10;9;9;9;6;8;9;7;6;9;5;5;6;5;18;17;27;-9;27;-9;10;10;10;7;10;10;10;102.00;37.00;51.00;51.00;17.00;16.00;18.00;54.00;18.00;15.00;8.00;13.00;21.00;36.00;27.00;50.00;60.00;17.00;67.00;65.25;62.92;55.79;71.27;59.70;66.41;46.10;63.68;54.33;30.86;263.00;66.98;70.03;72.68;68.71;54.00;62.44;88.12;160.88;-98.82;149.02;-114.80;27.72;163.96;79.76;81.74;60.39;83.02
492;"20040009";"00000004";2024;"2025-11-20 19:00:35";3;3;3;4;3;4;4;2;3;3;4;3;4;2;4;3;3;3;3;2;3;2;4;2;4;4;3;4;4;3;2;3;3;4;4;2;4;2;3;3;3;3;4;3;4;2;3;3;4;3;3;3;4;3;5;3;2;3;3;3;4;4;4;4;3;3;3;4;2;3;3;3;3;2;2;4;3;3;4;3;3;4;4;4;2;3;3;2;2;4;4;3;3;3;4;3;3;2;1;3;3;-3;-3;-3;-3;-3;-3;6;13;6;6;8;8;7;14;12;7;6;6;8;5;4;7;7;6;8;6;6;8;4;6;6;4;10;13;27;-9;27;-9;6;7;8;6;6;7;6;80.00;26.00;40.00;36.00;13.00;14.00;9.00;48.00;15.00;15.00;6.00;12.00;20.00;36.00;27.00;32.00;40.00;14.00;46.00;33.70;37.84;44.33;25.47;44.74;43.51;46.10;46.14;48.40;27.42;207.00;34.10;44.53;44.36;42.52;54.00;37.05;43.92;160.88;-98.82;149.02;-114.80;27.72;163.96;39.65;41.25;39.19;41.35
493;"20040010";"00000004";2024;"2025-11-20 19:00:35";5;5;5;1;4;5;4;2;4;2;4;2;4;2;5;3;3;2;4;2;5;3;5;2;3;4;3;5;3;2;3;2;3;3;4;2;4;2;5;2;4;4;4;3;4;2;4;2;4;3;4;3;4;3;3;3;4;3;5;4;3;5;5;4;4;5;3;4;3;5;5;4;1;5;1;4;4;4;4;3;4;4;3;4;2;4;3;3;2;4;4;4;2;3;4;4;3;2;3;3;3;-3;-3;-3;-3;-3;-3;9;16;8;9;9;8;7;13;14;7;6;8;7;4;5;7;6;8;8;9;7;8;7;6;6;6;15;16;27;-9;27;-9;8;6;9;7;9;10;8;93.00;34.00;46.00;37.00;13.00;15.00;9.00;53.00;15.00;14.00;8.00;16.00;25.00;36.00;27.00;43.00;52.00;16.00;59.00;35.80;37.84;50.06;25.47;57.21;43.51;38.88;63.68;72.14;44.63;239.00;52.89;59.60;64.95;56.81;47.44;56.10;71.55;160.88;-98.82;149.02;-114.80;27.72;163.96;64.48;66.00;53.32;66.35
494;"20050001";"00000005";2024;"2025-11-20 19:00:36";5;5;5;5;4;5;5;3;4;5;5;4;4;1;5;1;5;1;5;1;4;5;4;1;5;5;5;4;5;4;5;1;5;4;5;1;5;4;4;2;4;4;5;4;5;4;5;4;4;5;5;4;4;4;1;1;5;1;4;5;4;5;5;5;5;4;4;5;1;5;5;4;1;1;1;3;1;2;5;5;5;5;1;5;1;5;1;2;1;5;2;4;2;2;2;2;1;2;5;5;2;-3;-3;-3;-3;-3;-3;10;19;7;5;7;10;5;15;12;10;6;6;10;5;6;7;7;9;6;6;5;7;10;9;3;7;8;19;27;-9;27;-9;8;8;10;6;10;10;9;90.00;32.00;43.00;43.00;16.00;16.00;11.00;47.00;13.00;14.00;9.00;11.00;29.00;36.00;27.00;45.00;55.00;16.00;61.00;48.42;56.65;55.79;35.65;42.24;28.24;38.88;72.46;42.46;58.40;236.00;51.13;56.12;59.81;49.67;60.56;75.14;32.87;160.88;-98.82;149.02;-114.80;27.72;163.96;68.30;70.49;53.32;72.60
495;"20050002";"00000005";2024;"2025-11-20 19:00:36";5;4;5;2;5;1;3;4;5;1;2;1;2;1;2;1;4;1;5;3;5;1;3;1;5;4;5;5;4;5;4;4;1;2;3;3;5;2;5;1;4;3;4;2;5;1;5;2;3;3;2;4;4;3;5;2;2;4;4;4;5;5;4;4;5;4;5;4;3;4;4;4;2;4;5;2;5;5;5;5;5;3;5;5;2;2;5;4;3;3;4;5;3;4;5;4;3;2;1;4;3;-3;-3;-3;-3;-3;-3;10;20;10;10;5;8;10;12;12;7;10;9;7;8;6;9;8;10;7;9;7;9;3;8;7;4;12;17;27;-9;27;-9;9;10;9;7;9;8;8;97.00;38.00;47.00;47.00;17.00;16.00;14.00;59.00;16.00;17.00;10.00;16.00;22.00;36.00;27.00;43.00;52.00;16.00;59.00;56.83;62.92;55.79;50.92;72.17;51.15;60.54;81.23;72.14;34.30;254.00;61.69;64.24;75.25;59.19;40.89;62.44;54.97;160.88;-98.82;149.02;-114.80;27.72;163.96;64.48;66.00;53.32;66.35
496;"20050003";"00000005";2024;"2025-11-20 19:00:36";5;5;5;2;4;4;5;4;5;2;2;1;5;4;5;4;5;2;4;4;4;4;4;1;5;4;5;5;5;5;4;1;2;1;4;2;5;4;4;1;5;2;5;2;4;2;5;2;5;4;2;2;4;5;4;2;4;2;5;5;5;5;5;5;5;5;5;5;3;4;5;5;1;4;2;2;4;5;2;2;4;2;2;5;2;5;4;5;2;4;2;5;4;4;4;4;2;2;2;4;1;-3;-3;-3;-3;-3;-3;9;13;9;8;6;10;7;11;15;10;9;10;9;7;6;9;8;10;7;8;7;9;4;6;3;6;15;17;27;-9;27;-9;10;10;10;8;9;10;10;88.00;36.00;41.00;51.00;19.00;19.00;13.00;58.00;16.00;17.00;10.00;15.00;19.00;36.00;27.00;49.00;59.00;18.00;67.00;65.25;75.45;72.98;45.83;69.68;51.15;60.54;81.23;66.20;23.98;248.00;58.17;53.80;70.10;44.90;34.33;62.44;71.55;160.88;-98.82;149.02;-114.80;27.72;163.96;79.76;79.49;67.46;80.94
497;"20050004";"00000005";2024;"2025-11-20 19:00:36";5;5;4;4;2;5;4;4;4;4;4;1;5;2;5;1;5;1;4;4;4;1;4;1;5;1;5;5;1;2;4;2;1;2;2;2;4;2;5;2;5;2;5;2;4;1;4;2;4;2;4;2;4;3;5;2;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;1;2;1;2;2;5;4;5;5;2;5;5;5;4;5;4;4;4;4;4;4;4;5;4;4;2;1;4;3;-3;-3;-3;-3;-3;-3;10;15;9;6;6;9;9;12;13;9;10;9;5;6;9;8;8;8;8;9;9;10;5;6;7;6;17;19;27;-9;27;-9;9;10;10;10;10;10;10;89.00;34.00;43.00;48.00;19.00;14.00;15.00;60.00;16.00;18.00;8.00;18.00;24.00;36.00;27.00;49.00;59.00;20.00;69.00;58.94;75.45;44.33;56.01;74.66;51.15;67.76;63.68;84.01;41.19;257.00;63.45;54.96;64.95;49.67;40.89;75.14;82.60;160.88;-98.82;149.02;-114.80;27.72;163.96;83.58;79.49;81.59;80.94
498;"20060001";"00000006";2024;"2025-11-20 19:00:37";3;5;3;4;4;1;2;5;4;4;5;5;1;5;3;4;3;5;1;3;3;4;1;3;4;5;3;4;4;5;1;3;4;2;5;3;5;1;3;4;4;2;2;4;4;3;1;5;3;5;1;4;5;4;5;2;4;2;4;4;3;5;2;4;5;1;1;4;4;3;1;3;1;2;5;1;2;1;1;2;1;3;2;3;1;3;2;4;1;3;5;2;4;2;3;1;1;1;1;4;2;-3;-3;-3;-3;-3;-3;4;10;2;5;2;5;6;14;9;7;5;8;7;6;2;7;8;3;8;4;5;5;2;8;4;5;10;15;27;-9;27;-9;5;4;9;8;8;3;7;57.00;16.00;27.00;35.00;12.00;15.00;8.00;40.00;15.00;13.00;3.00;9.00;19.00;36.00;27.00;27.00;36.00;17.00;44.00;31.60;31.57;50.06;20.38;24.79;43.51;31.66;19.82;30.59;23.98;176.00;15.91;17.86;18.62;11.57;54.00;49.75;43.92;160.88;-98.82;149.02;-114.80;27.72;163.96;35.83;30.00;60.39;33.02
499;"20060002";"00000006";2024;"2025-11-20 19:00:37";3;4;3;5;1;2;1;4;3;4;2;4;2;4;3;3;4;5;3;4;3;4;3;5;4;4;2;4;3;2;3;4;4;4;4;4;5;5;3;4;4;3;4;2;4;3;3;4;1;5;1;3;5;4;5;4;4;4;2;1;1;5;1;4;4;2;2;5;2;3;2;2;2;1;4;2;2;2;2;3;1;2;2;1;2;2;2;2;2;2;1;2;3;4;3;2;1;1;1;2;2;-3;-3;-3;-3;-3;-3;4;9;5;5;5;2;5;10;10;6;4;6;5;4;5;9;7;5;2;5;5;7;2;5;6;5;15;10;27;-9;27;-9;4;3;10;6;7;3;3;55.00;16.00;29.00;30.00;10.00;11.00;9.00;40.00;11.00;14.00;5.00;10.00;18.00;36.00;27.00;20.00;30.00;16.00;36.00;21.08;19.03;27.13;25.47;24.79;12.98;38.88;37.37;36.53;20.53;168.00;11.21;15.54;18.62;16.33;27.77;18.00;71.55;160.88;-98.82;149.02;-114.80;27.72;163.96;20.54;14.25;53.32;20.52
500;"20060003";"00000006";2024;"2025-11-20 19:00:37";3;4;4;5;5;1;5;4;5;1;3;1;5;3;5;1;5;1;5;1;3;1;5;1;5;3;4;4;2;4;3;1;2;1;3;1;4;1;3;2;4;2;5;1;4;1;4;3;2;4;4;4;3;3;4;2;3;4;4;4;4;5;2;3;4;4;4;4;3;4;2;4;2;1;5;2;5;5;3;5;5;5;5;5;3;5;4;5;3;5;5;4;4;5;5;3;2;3;2;4;3;-3;-3;-3;-3;-3;-3;8;17;10;8;7;10;10;18;13;10;8;9;7;7;6;9;8;8;7;6;6;10;6;8;7;6;12;19;27;-9;27;-9;8;8;9;6;8;4;8;101.00;36.00;47.00;47.00;18.00;16.00;13.00;54.00;16.00;18.00;8.00;12.00;27.00;36.00;27.00;36.00;45.00;15.00;51.00;56.83;69.18;55.79;45.83;59.70;51.15;67.76;63.68;48.40;51.51;260.00;65.22;68.88;70.10;59.19;80.23;75.14;54.97;160.88;-98.82;149.02;-114.80;27.72;163.96;49.20;50.25;46.25;51.77
501;"20060004";"00000006";2024;"2025-11-20 19:00:37";4;5;4;4;5;2;4;1;3;2;1;1;3;1;5;1;4;1;4;2;4;2;5;1;5;3;4;4;4;3;4;1;1;3;2;1;3;2;4;4;4;1;4;2;4;2;2;1;5;5;2;2;5;4;5;2;2;2;4;3;4;4;4;4;4;4;4;4;2;4;4;4;1;2;4;5;4;5;5;5;5;4;4;5;3;5;5;3;4;5;4;2;5;4;4;5;1;1;1;4;2;-3;-3;-3;-3;-3;-3;9;19;9;8;10;9;7;12;12;10;9;7;9;7;7;7;9;4;9;9;5;8;3;6;4;3;5;17;27;-9;27;-9;8;8;8;6;8;8;7;95.00;35.00;48.00;49.00;19.00;16.00;14.00;51.00;16.00;17.00;4.00;14.00;16.00;36.00;27.00;39.00;47.00;14.00;53.00;61.04;75.45;55.79;50.92;52.22;51.15;60.54;28.60;60.27;13.65;233.00;49.37;61.92;67.53;61.57;40.89;62.44;16.30;160.88;-98.82;149.02;-114.80;27.72;163.96;53.02;57.00;39.19;55.94
502;"20060005";"00000006";2024;"2025-11-20 19:00:37";4;4;4;4;4;2;4;3;2;3;3;4;3;4;3;2;4;1;2;2;2;2;4;4;5;4;4;5;1;4;4;2;2;2;2;2;1;1;4;2;4;4;4;2;4;2;4;3;4;4;4;2;4;4;5;4;4;2;1;4;4;4;4;3;4;3;3;4;3;4;4;3;2;2;4;3;3;2;2;4;5;4;4;2;2;4;4;4;4;4;5;4;2;4;4;3;2;2;1;2;2;-3;-3;-3;-3;-3;-3;9;14;4;5;7;6;6;14;11;9;8;9;5;8;6;5;6;8;9;7;6;8;5;4;4;6;9;15;27;-9;27;-9;4;7;8;6;8;8;7;76.00;24.00;38.00;45.00;17.00;14.00;14.00;49.00;14.00;14.00;8.00;13.00;19.00;36.00;27.00;34.00;42.00;14.00;48.00;52.63;62.92;44.33;50.92;47.23;35.88;38.88;63.68;54.33;23.98;213.00;37.63;39.89;39.21;37.76;54.00;49.75;38.40;160.88;-98.82;149.02;-114.80;27.72;163.96;43.47;45.75;39.19;45.52
503;"20060006";"00000006";2024;"2025-11-20 19:00:38";5;5;5;5;5;5;5;1;5;1;3;1;3;1;5;1;3;1;5;3;4;3;5;1;5;3;4;5;4;3;3;2;2;2;2;1;3;4;4;4;4;2;4;5;4;2;3;3;3;3;2;3;3;4;2;4;3;3;2;3;5;4;5;5;5;5;5;4;1;5;5;5;1;1;1;5;5;5;5;5;5;3;3;5;3;4;4;4;4;5;2;2;4;1;4;3;3;3;4;2;2;-3;-3;-3;-3;-3;-3;10;20;10;9;10;10;8;10;10;9;8;9;9;7;6;4;8;5;5;7;7;8;6;5;5;6;13;13;27;-9;27;-9;7;10;8;6;10;10;8;97.00;39.00;48.00;48.00;17.00;18.00;13.00;44.00;9.00;16.00;5.00;14.00;22.00;36.00;27.00;45.00;53.00;14.00;59.00;58.94;62.92;67.25;45.83;34.76;-2.29;53.32;37.37;60.27;34.30;237.00;51.71;64.24;77.82;61.57;27.77;37.05;60.50;160.88;-98.82;149.02;-114.80;27.72;163.96;64.48;70.49;39.19;68.44
504;"20060007";"00000006";2024;"2025-11-20 19:00:38";5;4;5;4;5;4;5;5;5;1;4;1;2;1;5;1;5;1;5;2;5;3;5;2;5;4;4;4;4;5;1;1;1;1;3;1;4;2;5;2;4;1;5;3;5;1;2;1;5;2;5;4;2;3;4;3;1;3;5;5;5;4;5;3;5;5;4;5;5;5;5;5;2;2;2;1;5;5;5;5;5;4;3;4;2;5;5;5;3;5;4;4;5;3;5;5;4;4;2;3;3;-3;-3;-3;-3;-3;-3;10;20;10;10;6;9;8;12;14;10;9;9;9;8;3;7;10;6;9;10;8;10;7;7;6;5;14;13;27;-9;27;-9;9;9;9;8;10;10;10;99.00;39.00;48.00;48.00;19.00;18.00;11.00;60.00;16.00;20.00;6.00;18.00;25.00;36.00;27.00;49.00;58.00;17.00;66.00;58.94;75.45;67.25;35.65;74.66;51.15;82.20;46.14;84.01;44.63;259.00;64.63;66.56;77.82;61.57;40.89;37.05;66.02;160.88;-98.82;149.02;-114.80;27.72;163.96;77.85;79.49;60.39;78.85
505;"20070001";"00000007";2024;"2025-11-20 19:00:38";2;2;3;3;3;3;4;1;4;3;3;4;2;2;4;2;4;3;2;4;4;2;4;3;4;2;3;3;3;4;3;2;2;3;2;2;3;4;2;4;2;2;4;5;5;3;1;2;2;4;2;3;3;4;4;3;3;3;2;2;3;3;4;2;2;2;2;4;2;2;3;2;4;3;3;5;3;2;4;4;3;2;4;3;4;4;4;3;4;4;2;2;4;1;3;4;2;3;2;3;2;-3;-3;-3;-3;-3;-3;5;14;4;7;9;7;8;10;15;8;7;6;7;8;7;4;9;3;4;6;4;7;4;6;5;6;9;15;27;-9;27;-9;4;5;7;4;4;7;4;79.00;23.00;46.00;43.00;15.00;13.00;15.00;37.00;8.00;16.00;3.00;10.00;21.00;36.00;27.00;24.00;31.00;11.00;35.00;48.42;50.38;38.60;56.01;17.31;-9.92;53.32;19.82;36.53;30.86;204.00;32.34;43.37;36.64;56.81;27.77;49.75;38.40;160.88;-98.82;149.02;-114.80;27.72;163.96;18.63;23.25;17.99;22.60
506;"20070002";"00000007";2024;"2025-11-20 19:00:38";4;5;3;4;3;4;1;2;2;3;3;2;3;3;3;3;2;2;2;2;3;3;2;1;3;1;2;3;2;1;2;2;2;2;2;2;1;1;3;3;3;3;3;1;1;5;4;2;1;3;5;1;5;2;2;2;2;2;1;3;2;5;3;4;3;1;2;5;4;3;3;3;1;2;2;4;3;4;3;3;4;4;3;5;5;4;4;4;4;4;5;3;3;5;1;4;3;1;4;4;4;-3;-3;-3;-3;-3;-3;8;12;6;6;6;6;5;12;8;7;6;7;6;5;7;6;4;7;6;7;6;4;9;5;6;3;9;10;27;-9;27;-9;3;4;10;8;6;6;6;69.00;26.00;31.00;38.00;13.00;13.00;12.00;40.00;12.00;8.00;7.00;13.00;23.00;36.00;27.00;24.00;34.00;18.00;42.00;37.91;37.84;38.60;40.74;24.79;20.61;-4.44;54.91;54.33;37.75;189.00;23.54;31.77;44.36;21.10;40.89;18.00;38.40;160.88;-98.82;149.02;-114.80;27.72;163.96;32.01;23.25;67.46;28.85
507;"20070003";"00000007";2024;"2025-11-20 19:00:39";2;5;4;2;3;1;4;3;3;4;4;3;3;3;2;2;4;4;3;2;3;2;5;2;1;2;3;4;4;3;3;2;3;2;2;1;4;1;2;2;2;2;3;2;4;3;1;2;4;4;2;3;2;4;4;2;2;2;2;4;4;4;3;4;3;2;4;4;3;2;2;3;1;4;5;3;2;3;3;4;2;4;4;4;4;4;3;4;4;5;5;4;4;4;3;4;2;4;2;4;2;-3;-3;-3;-3;-3;-3;4;14;6;5;8;8;7;16;11;5;6;8;9;7;7;8;8;5;9;6;4;6;4;7;4;6;12;14;27;-9;27;-9;6;8;8;7;5;5;7;79.00;23.00;40.00;42.00;11.00;17.00;14.00;46.00;17.00;14.00;5.00;10.00;21.00;36.00;27.00;29.00;37.00;15.00;44.00;46.32;25.30;61.52;50.92;39.75;58.78;38.88;37.37;36.53;30.86;214.00;38.21;43.37;36.64;42.52;67.11;43.40;54.97;160.88;-98.82;149.02;-114.80;27.72;163.96;35.83;34.50;46.25;35.10
508;"20070004";"00000007";2024;"2025-11-20 19:00:39";2;3;4;4;4;1;4;4;2;4;4;5;3;2;4;2;4;4;2;4;1;4;3;4;4;4;3;3;2;2;2;1;5;5;4;1;4;1;2;5;2;4;2;1;3;4;1;4;4;5;3;2;4;4;5;3;2;2;2;4;1;4;3;2;1;1;2;5;2;1;3;4;3;2;5;2;2;1;4;4;2;2;2;2;2;5;1;1;2;5;5;1;2;5;2;2;1;2;1;3;2;-3;-3;-3;-3;-3;-3;4;16;3;3;5;6;4;14;13;9;4;4;7;4;4;9;5;2;9;4;3;4;4;5;4;4;9;17;27;-9;27;-9;4;3;9;4;2;6;8;68.00;16.00;38.00;32.00;13.00;11.00;8.00;36.00;18.00;9.00;2.00;7.00;17.00;36.00;27.00;22.00;31.00;13.00;35.00;25.29;37.84;27.13;20.38;14.81;66.41;2.78;11.05;18.72;17.09;179.00;17.67;30.61;18.62;37.76;54.00;62.44;38.40;160.88;-98.82;149.02;-114.80;27.72;163.96;18.63;18.75;32.12;22.60
509;"20070005";"00000007";2024;"2025-11-20 19:00:39";4;5;4;2;4;4;5;3;4;3;4;4;4;3;4;1;5;4;4;2;5;4;3;2;4;3;3;4;4;4;4;5;3;4;3;3;4;4;3;4;3;2;4;2;4;3;3;3;4;3;3;4;3;2;4;3;4;3;4;3;3;3;3;4;4;4;4;3;3;3;4;3;1;4;2;3;3;2;3;5;2;4;2;4;3;1;3;2;3;3;2;2;4;4;3;3;3;3;2;3;4;-3;-3;-3;-3;-3;-3;6;16;6;8;6;9;6;14;14;5;6;6;7;7;7;8;8;5;6;6;6;7;5;7;7;7;15;18;27;-9;27;-9;8;7;6;7;7;7;6;85.00;29.00;42.00;38.00;11.00;13.00;14.00;46.00;14.00;15.00;5.00;12.00;26.00;36.00;27.00;35.00;41.00;13.00;48.00;37.91;25.30;38.60;50.92;39.75;35.88;46.10;37.37;48.40;48.07;228.00;46.43;50.32;52.08;47.29;54.00;68.79;71.55;160.88;-98.82;149.02;-114.80;27.72;163.96;43.47;48.00;32.12;43.44
